label,titel,text,ämne
0,Ekeroth: “SD räddade dieselpriset    nu måste man rädda elnätspriserna”," Inför valet 2022 lovade SD att sänka dieselpriset med tio kronor. Det avfärdades av sossar liksom storbolagen som mjölkat svenska skattebetalare under lång tid. Nu, två år efter valet, har SD visat att de lyckats: dieselpriset är mer än tio kronor billigare. Nu måste dock partiet ta strid med de andra Tidöpartierna, och EU, för en annan plånboksfråga för svenska skattebetalare: elnätspriserna.EU åtnjuter i Sverige tyvärr ett högt förtroende, och en stor andel av svenska folket vill fortsätta vara med i den överstatliga kolossen. Saker hade nog varit annorlunda om alla blev medvetna om EU:s makt över Sverige och de beslut den tvingar oss till.Ett av dessa områden är energimarknaden, och närmare bestämt elnätet. 2011 infördes elprisområden i Sverige, från SE1 i norr till SE4 i söder. Bakgrunden till förändringen är en anmälan av Svenska kraftnät till EU-kommissionen från Dansk Energi år 2006. EU har nämligen en strävan att skapa en gemensam europeisk elmarknad.",El-priser
0,Perfekt storm,"Det innebär att elkablar dras till framförallt Tyskland från södra Sverige, som då kan köpa el från svenska marknaden, vilket självfallet påverkar den svenska marknaden och därmed elkonsumenterna. Av en händelse var det just år 2011 som Tyskland, under den misslyckade och långvariga förbundskanslern Angela Merkel, tvärt och i panik beslutade att lägga ner sin kärnkraft. Resultatet av det som kallades “Energiwende” blev förutsägbart en katastrof.Resultatet av en misslyckad energipolitik i Tyskland, tillsammans med vänsterns slakt av det före detta världens bästa energisystem som Sverige hade, kombinerat med EU:s tvång att Sverige ska kopplas samman med Europas energipolitik, borgar för en framtida katastrof för både energistabiliteten i landet, liksom för svenska folkets plånböcker.I slutet av oktober kommer nästa kalldusch. Det är såklart återigen EU:s fel. Våra nordiska länder ska nämligen införa en ny beräkningsmodell för elnätens kapacitet, som kallas ”flödesbaserad kapacitetsberäkning”. Med det avses elnätens förmåga optimeras för att transportera el. Denna förändring är nödvändig, enligt statliga Svenska kraftnät, annars bryter Sverige mot EU-reglerna    såklart.Hårt slag mot svenskar Redan i slutet av 2023 menade elmarknadsanalytikern Mats Nilsson att kostnaden för den nya modellen blir 200 miljoner kronor i veckan, alltså 10 miljarder kronor om året. Allt för att följa EU-förordningen kring överföring av el och samtidigt hantera en ökad integration av väderberoende intermittent elproduktion (sol och vind).Så här beskrivs systemet:Systemet är komplext men enkelt förklarat finns begränsningar för hur mycket el som kan överföras mellan olika elområden utan att äventyra säkerheten i elsystemet.Denna gräns sätts av stamnätsoperatören Svenska kraftnät och med det flödesbaserade systemet kan den gränsen öka genom att de medger ökad överföring så länge som belastningen inte ökar på just den eller de ledningar som vid den särskilda situationen begränsar det totala utbytet mellan alla nordiska elområdena.",El-priserna
0,Greta Thunberg blockerade ingången till riksdagen    åtalas,"Då klimatextremisten tidigare i år satte sig utanför riksdagen och blockerade ingången vägrade hon att hörsamma polisens order om att flytta på sig. Nu misstänks och åtalas hon för två fall av ohörsamhet mot ordningsmakten.Det var i mars som Thunberg med anhang satte sig för utanför riksdagshuset. I förhör berättar en polis som var på plats att de flesta i grupperingen valde att frivilligt flytta sig men sju personer satt kvar. De som vägrade flytta på sig lyftes bort.Två dagar senare satte sig Thunberg på samma plats igen och fick lyftas bort ännu en gång. Då hon förhördes i en polisbil var “ingen kommentar” det enda hon sa.Den 15 april åtalades Thunberg vid Stockholms tingsrätt misstänkt för två fall av ohörsamhet mot ordningsmakten, något hon nekar till.En eventuell fällande dom blir inte den första för den 21-åriga klimatextremisten, som redan tidigare dömts för brott i samband med liknande aktioner och sabotage",Klimat
0,Greta Thunberg åtalad för nya brott,"Den kontroversiella klimatextremistiska profilen Greta Thunberg åtalas på nytt för bråk med polisen i samband med en olaglig aktion där hon och ett antal medkumpaner blockerade biltrafik och störde centrala samhällsfunktioner.Det är bara några månader sedan den internationellt uppmärksammade och kritiserade klimatprofilen senast stod inför skranket och fälldes för ohörsamhet mot ordningsmakten efter att ha fått släpas bort av polis från en olaglig aktion i Malmö. Nu åtalas hon på nytt för att ha återfallit i samma typ av brottslighet.Deltog i olaglig aktionBrottsrubriceringen är även denna gång ohörsamhet mot ordningsmakten i samband med en klimatextremistisk aktion tidigare i år där viktig trafik blockerades, vilket skapade samhällsstörningar. Aktionen var olaglig och genomfördes bara timmar efter att Thunberg lämnat rättssalen med domen i handen från den tidigare klimatbrottsligheten.   Demonstrationen saknade tillstånd och den medförde att biltrafiken blockerades. Kvinnan vägrade att lyda polisens befallning att lämna platsen. Brottsrubriceringen är därför ohörsamhet mot ordningsmakten, säger åklagare Isabel Ekberg som håller i målet i ett pressmeddelande.Släpades bort, teg i förhörÄven denna gång tvingades polis släpa bort Greta och hennes kumpaner som vägrade åtlyda polismans befallning. Först efter att de avlägsnats kunde trafiken börja fungera normalt igen. Polisen skriver i brottsutredningen att det Greta och hennes medbrottslingar ägnat sig åt är en “allvarlig ordningsstörning att blockera vägbanorna till en samhällsviktig verksamhet“. När Greta kallas till förhör väljer hon att tiga sig igenom detta. Hon vill enligt rättshandlingar som Samnytt tagit del av inte uppge hur hon ställer sig till brottsanklagelserna eller svara på några andra frågor. Hon vidgår dock att hon hört polismannens befallning vid brottstillfället och varit medveten om att vägran att åtlyda den skulle leda till en anmälan.",Klimat
0,Har Svenska kyrkans ärkebiskop bytt sida?,"Det mest troliga är att de flesta amerikaner betackar sig för ärkebiskopens böner som inte heller kommer att hörsammas av Gud. Många troende kristna i USA är övertygade om att det var Gud som räddade Trumps liv den 13 juli när en krypskytt var millimeter från att släcka hans liv. Syftet enligt dessa är att Gud inte ville ha Kamala Harris som president eftersom hennes agenda och politik var helt emot Guds lagar och planer för USA. Dessutom har de kristna i USA under det gångna året genomfört otaliga manifestationer, med bön, fasta och sång där det bett Gud om att ge Trump segern i presidentvalet. Idag tackar de kristna sin Gud för att han har hört deras rop och böner. Att mot bakgrund av detta be för det amerikanska folket som om de drabbats av en stor förbannelse kan inte vara annat än bevis på att ärkebiskopen inte längre står på Guds sida, detta ur ett amerikanskt kristet perspektiv.Vet inte ärkebiskop Martin Modéus vad hans trosfränder på andra sidan Atlanten har bett om under det senaste året? Har han helt vänt dem ryggen och tagit parti för Guds motståndare? Kan ärkebiskopen ha missat det faktum att nära en miljon kristna samlades på ”The Mall” framför Kapitolium i Washington DC 12 oktober i år, som anses vara en av de heligaste dagarna i den judisk/kristna kalendern, Yom Kippur eller Försoningsdagen? Kristna ledare, kongressledamöter, senatorer och tillresta från i stort sett hela världen bad och sjöng från tidig morgon tills efter att solen gått ner.Tror verkligen ärkebiskopen att hans bön om motsatsen skulle höras ända upp till Gud, men inte böner från miljontals amerikaner?Ett ytterligare tecken som antyder att ärkebiskopen bytt sida är att han har sympatier för och omfamnar Israels fiender. Bibeln är mycket tydlig med att israelerna är Guds folk. I synnerhet är detta tydligt under och uttåget ur Egypten som ledde fram till Israels återupprättelse. Han ledde ju dem till det heliga landet och det torde även ge ärkebiskopen en insikt om att han är på fel sida när han vurmar för muslimer och palestinier. Vet han inte att palestinier och vissa muslimer firade, demonstrerade och festade 7 oktober 2023 när Förintelsen ånyo drabbade Israels folk?Detta var ju ett uttryck för demoniska krafter. Om han hade ögon att se med så skulle han se att detta även skedde i hans eget land. Så kallade svenskar med rötter i Mellanöstern har firat terrordådet på gatorna i svenska storstäder. Kan detta vara något som ärkebiskopen vill framhäva som kristna värden? Bara en biskop som bytt sida kan tycka som Martin Modéus. Kanske är han på samma sida som judehatarna som visat sina fula ansikten över hela världen efter massakern 7 oktober förra året?När en ärkebiskop dessutom går över till att bli politiker, så har han definitivt bytt sida. Jesus sade ju att ge Ceasar det som tillhör Ceasar och ge Gud det som tillhör Gud. Det finns inga tvivel på att ärkebiskopen helt och hållet har givit sig in i politiken genom att indirekt och direkt kritisera svenska politiker, liksom utländska motsvarigheter som han ogillar. Det är inte detta som vi kristna i Sverige vill höra från en andlig ledare. Således har Martin Modéus medvetet abdikerat från sin roll som Svenska kyrkans högste andlige ledare.Ytterligare bevis för att ärkebiskopen bytt sida finns i den nya teologin som han tillsammans med flera av sina företrädare har infört i Svenska kyrkan. Det skulle krävas spaltmeter för att i detalj redogöra för de hädelser som ärkebiskopen inkorporerat i Svenska kyrkan. Att kristna svenskar flyr och har flytt Svenska kyrkan bekommer inte honom. Han fortsätter i sin iver att omtolka Guds ord och predika ett falskt evangelium som endast Guds värsta motståndare skulle kunna göra. Han har dessutom tillsammans med sina företrädare rensat ut alla de präster och kyrkliga ledare inom Svenska kyrkan som inte accepterat hans nya teologi. Så agerer inte en Guds tjänare utan snarare en som tjänar Guds motståndare. Låt oss därför be att Gud öppnar ärkebiskopens ögon så att han vänder om och ber om Guds förlåtelse medan det finns tid.",Politik
0,"Kära Kamala, hur kunde du förlora valet mot alla odds?","I den humanitära stormakten Sverige, som alltid sitter inne med och högröstat ventilerar de rätta åsikterna på den internationella arenan, fick du stöd från politiska potentater som Carl Bildt, Fredrik Reinfeldt och Hillary Clintons bästis Magdalena Andersson. Den sistnämnda kastade inte bara personligen skit på Trump för din räkning, utan skickade generöst också en hel pluton av sina mest pålitliga dörrknackare till dig över havet som garanterat skulle omvända Trumpvänner till Trumphatare. Många andra länders mest kända profiler öste också sina lovord över dig och sina fördömanden över din motkandidat.Räckte det inte att du bombarderat Trump med de elakaste invektiv som du och din kampanjstab kunde finna på och att du dessutom fick all tänkbar draghjälp av din käre Joe Biden, ditt justitiedepartement och alla vänsterliberala åklagare och domare som lovat heligt och dyrt att de skulle sätta Donald Trump bakom lås och bom, kosta vad det kosta vill, både politiskt och räknat i väljarnas skattepengar?Du hade nästan all amerikansk media, och när nog även all utländsk media    inklusive såklart det samordnade svenska mediaetablissemanget    lindat runt ditt lillfinger. Detta kombinerat med en fenomenal valapparat laddad med en kampanjkassa som slagit alla rekord tack vare globalistkompisar som George Soros & Son liksom de rikaste salongskommunisterna i och utanför USA. Men det sistnämnda är förstås sånt man pratar tyst om, eller hur?Vad var det som gick fel?Kanske du skulle gjort som Trump, räddat katter, ankor och ekorren Peanut från elaka människor och byråkrater? Jobba på McDonald’s och köra sopbil kunde måhända blivit en fjäder i hatten också för dig. Det skulle rentav kunnat bli en ren succé.Valförlusten kan ju inte vara ditt fel, bara därför att du inte ville sänka dig till den vanliga amerikanske väljarens nivå. alltså måste det ha varit Trumps fel. Du brukar ju alltid skylla på din personal eller någon annan när saker och ting går dig emot. “Vad kunde du ha gjort annorlunda som vicepresident” var en fråga du fick av ett par damer. ”Inget som dyker upp i mitt minne”, svarade du. Det var kanske inget bra svar. Det är väl din ålderstigne chef Joe Biden som lider av dåligt minne, inte du?Men om du, din ungdom till trots, ändå inte kan erinra dig något fel du begått under dina år i Vita huset så följer nedan, för att friska upp ditt minne, en kort lista på vad du kanske borde ha gjort annorlunda som vicepresident.1. Övertalat Biden om att inte skrota alla 99 ”Executive orders” inom migrationsområdet som Trump gav till dig och Biden på ett silverfat.2. Kanske skulle du och Biden byggt färdigt muren utmed USA:s södra gräns istället för att riva delar av den.3. Kanske du och Biden inte skullet slösat så mycket med statskassan på the ”Green Deal”, Extra gratispengar till Covid trots att tidigare pengar inte kunde absorberas, liksom ”The Inflation Reduction Act of 2022” som fick en direkt motsatt effekt.4. Var det verkligen en bra ide att rusa ut ur Afghanistan utan en klar strategi och funderade ni inte på vad ditt lands fiender skulle tänka om dig och Biden?5. Att omstarta förhandlingar med en skurkstat som arbetat i lönndom med att bygga kärnvapen kanske inte var så övertänkt. Att dessutom lätta sanktionerna och skänka dem pengar var ju faktiskt rent idiotiskt så här i efterhand, eller hur?6. Att låta Putin invadera Ukraina utan att ni lyfte ett finger till en början var ju rent dåraktigt. Ni lät ju Putin komma ända fram till Kievs portar och sedan slutade ni att tala med Putin, men pratade därefter bara om Putin, på ungefär samma sätt som ni utmålat Donald Trump. Att nu fortsätta att skicka vapen och pengar verkar inte kunna reda ut situationen heller, i synnerhet som Putin fått ännu mer hjälp av Iran, Nordkorea och Kina. Det har blivit liksom ett chickenrace som inte går att vinna utan att elden sprider sig.7. Fokuserat mindre på ditt ego och istället på väljarnas situation och behov.Listan kan göras längre, men syftet är inte att såra dig eller skada din stolthet? Pride är ju mycket viktigt för dig.Kanske du behöver en liknande lista på vad som gick fel i din valkampanj till nästa gång? Den blir dock mycket lång om den ska vara komplett, Detta eftersom allt som kunde gå fel i den hör valrörelsen, också gjorde det.",Politik
0,Vilka är skandalerna som tystats ned av amerikansk media?,"Vem kan glömma skandalen med Hunder Bidens laptop som kom ut just innan valet 2020 och som tystades ner fullkomligt av amerikansk vänstermedia och sociala medier?Demokraterna anlitade dessutom ett drygt femtiotal chefer för de olika underrättelseorganisationerna i USA, som i ett öppet brev bedyrade att detta var en desinformationskampanj av självaste Vladimir Putin. Det visade sig ju senare att det var underrättelsecheferna som stod för desinformationen.Det var New York Post som publicerade nyheten om att en drogpåverkad Hunter Biden lämnat in sin laptop till lagning och som sedan glömde bort den. Det visade sig att datorn faktiskt tillhörde Hunter Biden och dessutom innehöll datorn rent sprängstoff.Vad som sopades under mattan var att laptopen innehöll bevis för att ett kinesiskt energiföretag, kontrollerat av det kinesiska kommunistpartiet, hade skickat en miljon dollar till Hunter Biden som en förskottsbetalning på framtida ”investeringar”. Hunter Biden hade också via e-post tydligt informerat sina partners hur summan skulle delas upp mellan dem och ‘The Big Guy’ som enligt en av hans partner, Tony Bobulinski, var Joe Biden själv.Här fanns bevis som klart visade på att familjen Biden sålt sitt namn och sitt inflytande till en av USAs farligaste motståndare. Ytterligare information om pengar skickade från Ukraina, Moskva och andra korrupta regimer fanns att läsa om i datorn.Med hjälp av bland annat denna information och data kring penningtransaktioner kunde den Republikanska majoriteten i kongressen inleda en riksrättsprocess mot Joe Biden. Senaten, som styrs av Demokraterna tillsammans med ett par politiska vildar, valde dock att avvisa riksrättsprocessen innan den ens kunnat diskuterats i senaten. Detta kallas för ”dead on arrival”.Kunde ha gett Trump valsegernMan kan endast spekulera i hur valet 2020 hade slutat om Demokraterna inte hade genomfört sin desinformationskampanj om Hunter Bidens laptop och all annan desinformation. I vågmästardelstaterna handlade det om en hårfin vinstmarginal för Biden.Med en objektiv och oberoende media skulle valet ha kunnat sluta i Trumps favör. Mycket talar för att valet ”stals” från honom av det amerikanska etablissemanget, media och underrättelsetjänsten (Deep State), vilket indikerar att USA politiskt liknar mer ett u-land.Hunter Biden har nu dömts för brott mot federala vapenlagar och riskerar ett långt fängelsestraff. Han har dessutom åtalats för allvarliga skattebrott på flera av de ”inkomster” han erhållit för ”arbete” han skulle ha gjort för bland annat Burisma i Ukraina.Rättegången sköts på framtiden till efter presidentvalet så att den inte skulle störa Demokraternas desinformationskampanjer i syfte att garantera Joe Bidens återval. Nu visade det sig dock att Joe Bidens mentala hälsa var ganska illa, vilket media och demokratiska politiker inklusive Kamala Harris ljugit om tills Joe Biden tvingades bort som presidentkandidat genom den palatskupp som genomfördes av Barack Obama, Nancy Pelosi och Chuck Schumer, enligt initierade bedömare.Kamalas makeVilka skandaler har under detta val undertryckts av den liberala presskåren i USA, de stora konglomeraten som Facebook, Google, Amazon och sist men inte minst statsapparaten med underrättelseorganen i spetsen?Det har funnits enstaka rapporter om att Kamalas make Douglas Emhoff haft en besvärande historia med kvinnor i sitt tidigare liv. Han utmålas av Kamalas kampanj som en kvinnornas förkämpe som arbetar för kvinnors rätt till abort oavsett hur långt barnet är gånget i mammans mage. Detta är naturligtvis en desinformationskampanj lanserad av Kamalas valarbetare. Det visar sig att Doug Emhoff gjorde familjens barnflicka på smällen under sitt förra äktenskap och betalade henne 80 000 dollar för hennes tystnad.Detta är dock inte den enda ”smällen”. Han lär ha slagit till sin dåvarande flickvän under fimfestivalen i Cannes för flera år sedan så att hon nästan föll omkull. Enligt vittnesuppgifter lär han ha blivit svartsjuk och uppfattat det som att hon flörtat med en annan man.Kamala självKamala själv är inte Guds bästa barn heller. Hon lär enligt flera källor ha gått sängvägen för att få sina prestigejobb som som distriktsåklagare i San Francisco och sedan som riksåklagare för delstaten Kalifornien. Att hon inte heller genomgått ett reguljärt primärval för att bli presidentkandidat för det Demokratiska partiet är något som det talas tyst om idag.Hennes brist på initiativ och framgångar i sin viktigaste roll som vicepresident är det total radiotystnad om i vänstermedia. Hon utsågs till ”tsar” över gränsfrågor och denillegala migrationen. Hennes totala misslyckande kan man bara höra om från den Republikanska sidan, men inte i amerikansk gammelmedia. Att hon bytt åsikt i flera viktiga frågor lika ofta som hennas man bytt skjorta försöker man tysta ner helt och hållet.",Politik
0,Varför fördömer FN bara att fredsbevarande soldater dödas när man kan skuldbelägga Israel?," UNIFIL bekräftade i veckan att en raket träffade dess högkvarter i Naqoura i Libanon. Raketen avfyrades från norr, troligen av Hizbollah eller någon av dess allierade. Ändå riktas kritiken från FN mot Israel. Det finns samtidigt en lång historia av attacker mot FN-soldater i Libanon utförda av Hizbollah och deras kumpaner som inte fördöms av FN:s generalsekreterare Antonio Guterres därför att man inte kan ge Israel skulden för dem.En tidigare soldat från FN:s fredsövervakningsorganisation vittnade i en intervju med den danska nyhetssajten B.T. i oktober om att UNIFIL var ”helt underställt Hizbollah” när han arbetade i Libanon. I ett tidigare fall, i juni 2023, anklagade en libanesisk militärdomstol formellt fem Hizbollah-terrorister för att ha dödat en irländsk fredsbevarande FN-soldat 2022.En märklig omständighet är att Guterres bara kritiserar när FN-soldater skadas om man kan ge Israel skulden. Den incident som skapade stora rubriker och hårda ord från Guterres och bland annat även Frankrikes president Emanuel Macron, skedde i förra veckan. Israel uppmanade FN-soldaterna i området att dra sig tillbaka eftersom Hizbollah hade ett fäste alldeles intill UNIFILs byggnad. Soldaterna vägrade att retirera och IDF sköt verkanseld mot Hizbollah varvid ett antal UNIFIL-soldater som inte hörsammat uppmaningen att evakuera skadades. FN och all världens vänstermedia använder sina kanaler och bedriver nyhetsrapportering och fördömanden på ett selektivt sätt genom att endast fördöma Israel och aldrig Hamas, Hizbollah eller någon av de andra terrorfilialer som Iran styr och finansierar i Mellanöstern. Frågan är varför?Enligt Israelisk militär så förbereder Iran en massiv attack mot Israel från irakiskt territorium via sina lokala terrorombud bara dagar innan det amerikanska presidentvalet. Man tror sig kunna undkomma en direkt vedergällning mot iranskt territorium. Israel har dock lovat att svara på nya attacker och vi kommer troligtvis att se en upptrappning av krigen i Mellanöstern.",FN
0,SVT ifrågasätter vad som är ”riktiga” män och ”riktiga” kvinnor," I sitt senaste initiativ om genusfrågor har SVT återigen fört fram åsikter som kan verka stötande för normala människor. Att statsmedia vurmar för HBTQI+-rörelsen är dock inget nytt. Vi har blivit itutade en falsk bild av genusfrågan i decennier genom olika program och intervjuer med så kallade experter i ämnet från bland annat RFSU. Inget av detta kan sägas ha varit public service-opartiskt.I och med inslaget som publicerades den 22 oktober med en akademiker, har nu SVT tagit ett steg längre. Detta genom att ifrågasätta kvinnors och mäns naturliga roller så som de skapats för. Talespersonen tycks hata riktiga män och riktiga kvinnor samt personer med en konservativ värdegrund. Här lyckas SVT slå två flugor i en smäll genom att samtidigt vädra det Trump-hat som genomsyrar statsmedias rapportering och dess reportrar.Vi blir dock inte upplysta om varför vi skall tycka illa om riktiga män och riktiga kvinnor. Det är något som vi bara förväntas ta för givet som ett axiom. Istället tycks talespersonen och SVT i allmänhet förorda män som är feminina och kvinnor som är maskulina. Man vänder upp-och-ner på vad som är naturligt och späder på den kultur som indoktrinerar oss svenskar och våra barn till att tvivla på det kön som vi blivit födda till.Kan det vara så att statsmedia har som strategi att indoktrinera svenskar till att enbart värdesätta de med en homosexuell eller transsexuell livsstil och medvetet skapa en viral könsdysfori? Det anses numera vara udda att tro att om man föds till ett kön så är detta inte ett misstag av vår skapare eller naturen utan en naturlig process som styrs av X- och Y-kromosomer och som det finns ett gediget vetenskapligt underlag för att hävda.Kort och gott är detta en påverkanskampanj precis som mycket annat skräp som statsmedia producerar. Det kan inte vara annat än demoniskt inflytande i program- och ämnesval av SVT:s och SR:s chefer. Problemet är att detta skadar normala människor, och i synnerhet barn. Det är hög tid att ifrågasätta statsmedias särrättigheter och dessas legitimitet.Riksdagen borde fatta beslut om att avveckla monopolet och upphöra med skattefinansiering av ett organ som så uppenbart vilseleder befolkningen. SR och SVT borde som andra media enbart ha privat finansiering. Om man då inte bättrar sig skull det troligtvis leda till en omedelbar kollaps. Och om inte, så får vi acceptera att det finns tillräckligt många som är beredda att frivilligt betala för sådan här smörja. I vilket fall borde man kunna gå ur SR:s och SVT:s tvångsbetalningssystem, precis som man kan gå ur Svenska kyrkan.",Jämlikhet
0,Fattigdom bör vara svårt,"Utanförskap. Brottslighet. Arbetslöshet. Allt detta möjliggörs av bidrag. För första gången i historien lever vi i en värld där de rika arbetar mer än de fattiga.Jobb är jobbigt. Det är arbetsamt att arbeta. Slitet sliter ut en. Varför gör vi då det? Jo, därför att vi tjänar på det. Mest uppenbart genom lön, prestige, och meningskänsla. För att det gör oss rikare, både bokstavligt och bildligt. Men det betyder ändå att det är svårt att vara rik. Det kräver ansträngning, fokus, tid och disciplin. Fattigdom är å andra sidan enkelt. Man behöver inte göra någonting. Fattigdomen är den lätta vägen. Bidragssystemet skyddar en från konsekvenserna.De rika anklagas ofta för själviskhet, men faktum är att det bästa sättet att bli rik är att stå andra till tjänst. Det är så man får folk att lämna över sina pengar. Varje gång vi går till jobbet gör vi våra arbetsgivare en tjänst, som återgäldar den genom lön. Varje gång vi köper något gör vi säljaren en tjänst, och varje gång säljare säljer något gör denne oss köpare en gentjänst. Vi tackar genom att betala. Motivet till ekonomisk aktivitet må vara själviskt, men resultatet gagnar samhället. Vi vill att folk ska sträva att göra sig rika, då det är strävan att stå till tjänst och ge andra vad de vill ha.",Fattigdom
0,Folkutbyte kontra folkblandning,"När Jimmie Åkesson i en debattartikel i Expressen använde ordet “folkutbyte” utlöste det genast ett ramaskri från det svenska etablissemanget. Begreppet hade myntats av en “högerextrem” fransk nationalist vid namn Renaud Camus (ej släkt med litteraturpristagaren Albert Camus) under namnet ”le grand remplacement” som varande en av en maktelit genomgripande politik att på sikt ersätta den etniska befolkningen i europeiska länder. Då egentligen ingen sådan maktelit kunde definieras eller gett sig till känna, avfärdades Camus idéer som en illvillig konspirationsteori.Åkessons användning av ordet folkutbyte syftar givetvis på den demografiska förändring som skett i Sverige och andra europeiska länder samt även i USA, där den etniska befolkningen minskar i förhållande till den från andra länder invandrande populationen. Sedan massinvandringen tog fart för ett antal decennier sedan har antalet utlandsfödda och födda i Sverige av annan etnicitet än svensk gått från 5 procent till över 30 procent. Fortsätter politikernas mångkulturexperiment kommer    om man drar utvecklingen i tangentens riktning    etniska svenskar att vara en minoritet inom en inte alltför avlägsen framtid.Då begreppet i fråga stämplats som kopplat till en “neonazistisk konspirationsteori”, bortser diverse skribenter och politiker från statistiska fakta. I stället koncentrerar man sig på att sådana som Anders Breivik och liknande våldsamma extremnationalistiska förfäktare använt sig av uttrycket och kan därigenom placera det i “giftskåpet” och slippa diskussion i själva sakfrågan. Man kastar SD-ledaren under bussen genom att använda det vanligt förkommande retoriska knepet “guilt by association”.Faktum är att FN som svar på det påstådda problemet med låga födslotal och åldrande befolkning i många västerländska länder faktiskt förespråkat “replacement migration”     att låta människor från fattiga u-länder ersätta den etniska populationen och på så sätt få ordning på befolkningspyramiden. Då den sortens migration eskalerat till ohållbara siffror där europeiska länder inte klarar av att hantera volymerna har FN kanske tänkt om. Åtminstone har FN:s flyktingorgan UNHCR på senare tid föreslagit en typ återvandring som man kallar ”volontary repatriation”, ett förslag som dessförinnan ansågs svårt rasistiskt när det lanserades av Åkessons parti.En av de få i mainstreammedia som försvarade Åkesson uttalande var den Augustprisbelönade författaren och samhällsdebattören Lena Andersson, som inte tyckte att användningen av begreppet folkutbyte enbart är “nazistisk retorik” och i princip gav Åkesson rätt, då man helt enkelt inte kan blunda för verkligheten. Genast blev hon anklagad för att vara dåligt påläst och ignorera extremhögerns konspirationsteorier. Jag tror säkert att hon känner till Camus teorier men valde att fokusera på den demografiska sakfrågan. Detta i motsats till Åkesson och Anderssons kritiker som vi redan konstaterar ignorerar allt vad folkmängdsstatistik heter, trots att den talar sitt tydliga språk, och lägger allt sitt retoriska krut på brunsmetning.När Socialdemokraternas väljarsiffror började dala under 1980- och 90-talen får man 1994 ett erbjudande från Sveriges muslimska råd. Man lovar uppmuntra muslimer att söka medlemskap i och rösta på partiet om man får igenom diverse muslimska krav, bland annat representation på kommunalpolitisk och riksdagsnivå. Lagstiftning om muslimska helgdagar, imamutbildning på högskolenivå, fredagsbön på arbetsplatser och givetvis fortsatt hög invandring från muslimska länder fanns också bland kraven. Att på detta ohederliga sätt se till att försöka behålla den politiska makten, utan hänsyn till de demografiska förändringarnas konsekvenser och kulturkrockar, är själva sinnebilden av cynism.När nu äntligen politikerna i Sverige har vaknat upp ur sin rosenröda (pun intended) dröm om det mångetniska och mångkulturella samhället, gör man hos Socialdemokraterna det sin vana trogen genom att skylla allt på Sverigedemokraterna. I sin iver att distansera sig från SD:s “avskyvärda människosyn” tappade man bort sin egen analys, heter det. Men nu har man minsann analyserat läget och kommit fram till att det krävs radikala åtgärder för att motverka segregationen och utanförskapet. Sålunda har Socialdemokraternas arbetsgrupp för invandring och integrationsfrågor presenterat ett förslag om en hel serie av åtgärder för att motverka segregationen i Sverige. Bland annat kräver man obligatorisk förskola för barn över tre års ålder med motivationen att alla barn ska lära sig prata svenska då “ett svagt språk försvårar barnens framtid”. Detta tvärtemot den tidigare linjen med storsatsning på hemspråksundervisning.Det är dock i avslutningen av arbetsgruppens betänkande som de mest radikala förslagen presenteras. Man skriver: ”Den ekonomiskt etniska och språkliga segregationen behöver brytas på en strukturell nivå vilket kräver att befolkningen blandas. Samhället kommer att behöva genomföra insatser vi tidigare inte gjort, i en skala vi tidigare inte sett”. Man tror sig alltså med en mer diktatorisk variant av “social ingenjörskonst” kunna tvinga folk att bosätta sig där Socialdemokraterna bestämt att de ska vara. Nästa steg kanske är att tvinga män och kvinnor att gifta sig över de etniska gränserna så att man till slut suddat ut alla skillnader och fått fram en enhetlig ljusbrun befolkning i ett samhälle befriat från hudfärgsbaserad rasism. Reklamfilmerna har hakat på och porträtterar allt som oftast glada blonda kvinnor med afrikanska män. Välkommen du sköna nya värld. Paradoxen är att denna fiktiva politik a la Huxley eller Orwell extrapolerat i realiteten leder till enfald i stället för den mångfald man hyllar.När Magdalena Andersson håller tal i Almedalen om en ny riktning för Sverige där alla ska få jobb och känna sig behövda, är det underliggande budskapet    dolt bakom politiska floskler    att om bara politikerna får ännu mer makt att omdana samhället blir allting så mycket bättre. Och med politiker menar hon givetvis Socialdemokrater som ska skapa ett lyckligt kollektiv av människor befriade från individuella val och personliga preferenser helt uppslukade av ett jämlikt och mångfaldsberikat samhälle.",Politik
